"save-2a129q39pcfixcxsfqhd4rjfbi5fslt3","0.6179560649474689",""
"save-b0rgbr7l6acdnn1p4xk8v344rv1rhces","0.7000955109837631",""
"save-ifuzgvk7z6y22bnuypq4tgt9mivmpnvy","0.5157593123209169",""
"save-kigrgq1a7zz0t7muiry6fd6nx6otzdgg","0.5004775549188156",""
"save-lofy8w7eyjlo94vtxjhuntr0ta1weitm","0.9169054441260746",""
"save-mol728qj6rhall03lbjou1bssrjafxpb","0.728748806112703",""
"save-nzf15uulnhs1ttdjfzhsi6gbbbqwty63","0.9617956064947469",""
"save-otoirjvbhan7u92utyn4obt0oi0g3d3h","0.30754536771728747",""
"save-phx0lhv6u3xnuvdedjg9rsk83y9yryxz","0.839541547277937",""
"save-wp46y61nlun8a0erx2k5rbz8ziavodne","0.7373447946513849",""
"save-yr9w85abgz1nug4ub86uar9k3qhcddbz","0.7306590257879656",""
