"save-2a129q39pcfixcxsfqhd4rjfbi5fslt3","0.0028653295128939827",""
"save-b0rgbr7l6acdnn1p4xk8v344rv1rhces","0.009551098376313277",""
"save-ifuzgvk7z6y22bnuypq4tgt9mivmpnvy","0.017191977077363897",""
"save-kigrgq1a7zz0t7muiry6fd6nx6otzdgg","0.004775549188156638",""
"save-lofy8w7eyjlo94vtxjhuntr0ta1weitm","0",""
"save-mol728qj6rhall03lbjou1bssrjafxpb","0",""
"save-nzf15uulnhs1ttdjfzhsi6gbbbqwty63","0.0057306590257879654",""
"save-otoirjvbhan7u92utyn4obt0oi0g3d3h","0.0009551098376313276",""
"save-phx0lhv6u3xnuvdedjg9rsk83y9yryxz","0","bunch of very noisy artefacts"
"save-wp46y61nlun8a0erx2k5rbz8ziavodne","0",""
"save-yr9w85abgz1nug4ub86uar9k3qhcddbz","0",""
