"save-2a129q39pcfixcxsfqhd4rjfbi5fslt3","0.4813753581661891",""
"save-b0rgbr7l6acdnn1p4xk8v344rv1rhces","0.24737344794651384",""
"save-ifuzgvk7z6y22bnuypq4tgt9mivmpnvy","0.4269340974212034",""
"save-kigrgq1a7zz0t7muiry6fd6nx6otzdgg","0.0830945558739255",""
"save-lofy8w7eyjlo94vtxjhuntr0ta1weitm","0.8691499522445081",""
"save-mol728qj6rhall03lbjou1bssrjafxpb","0.45081184336198665",""
"save-nzf15uulnhs1ttdjfzhsi6gbbbqwty63","0.17860553963705827",""
"save-otoirjvbhan7u92utyn4obt0oi0g3d3h","0.38299904489016234",""
"save-phx0lhv6u3xnuvdedjg9rsk83y9yryxz","0.25501432664756446","contains some scrappy sounds in the high registers"
"save-wp46y61nlun8a0erx2k5rbz8ziavodne","0.23400191021967526",""
"save-yr9w85abgz1nug4ub86uar9k3qhcddbz","0.3256924546322827",""
