"save-2a129q39pcfixcxsfqhd4rjfbi5fslt3","0.9713467048710601",""
"save-b0rgbr7l6acdnn1p4xk8v344rv1rhces","0.958930276981853",""
"save-ifuzgvk7z6y22bnuypq4tgt9mivmpnvy","0.9207258834765998",""
"save-kigrgq1a7zz0t7muiry6fd6nx6otzdgg","0.8796561604584527",""
"save-lofy8w7eyjlo94vtxjhuntr0ta1weitm","0.6112702960840497",""
"save-mol728qj6rhall03lbjou1bssrjafxpb","0.48233046800382046",""
"save-nzf15uulnhs1ttdjfzhsi6gbbbqwty63","0.8681948424068768",""
"save-otoirjvbhan7u92utyn4obt0oi0g3d3h","0.7526265520534862",""
"save-phx0lhv6u3xnuvdedjg9rsk83y9yryxz","0.8557784145176696",""
"save-wp46y61nlun8a0erx2k5rbz8ziavodne","0.8681948424068768",""
"save-yr9w85abgz1nug4ub86uar9k3qhcddbz","0.8013371537726839",""
