"save-2a129q39pcfixcxsfqhd4rjfbi5fslt3","0.4880611270296084",""
"save-b0rgbr7l6acdnn1p4xk8v344rv1rhces","0.9302769818529131",""
"save-ifuzgvk7z6y22bnuypq4tgt9mivmpnvy","0.32855778414517667",""
"save-kigrgq1a7zz0t7muiry6fd6nx6otzdgg","0.6466093600764088",""
"save-lofy8w7eyjlo94vtxjhuntr0ta1weitm","0.5062082139446036",""
"save-mol728qj6rhall03lbjou1bssrjafxpb","0.5119388729703916",""
"save-nzf15uulnhs1ttdjfzhsi6gbbbqwty63","0.6275071633237822",""
"save-otoirjvbhan7u92utyn4obt0oi0g3d3h","0.4804202483285578",""
"save-phx0lhv6u3xnuvdedjg9rsk83y9yryxz","0.5902578796561605",""
"save-wp46y61nlun8a0erx2k5rbz8ziavodne","0.5692454632282713",""
"save-yr9w85abgz1nug4ub86uar9k3qhcddbz","0.7297039159503342",""
