"save-2a129q39pcfixcxsfqhd4rjfbi5fslt3","0.8242597898758357",""
"save-b0rgbr7l6acdnn1p4xk8v344rv1rhces","0.4049665711556829",""
"save-ifuzgvk7z6y22bnuypq4tgt9mivmpnvy","0.30945558739255014",""
"save-kigrgq1a7zz0t7muiry6fd6nx6otzdgg","0.10792741165234002",""
"save-lofy8w7eyjlo94vtxjhuntr0ta1weitm","0.6494746895893028",""
"save-mol728qj6rhall03lbjou1bssrjafxpb","0.498567335243553",""
"save-nzf15uulnhs1ttdjfzhsi6gbbbqwty63","0.09455587392550144",""
"save-otoirjvbhan7u92utyn4obt0oi0g3d3h","0.4469914040114613",""
"save-phx0lhv6u3xnuvdedjg9rsk83y9yryxz","0.6523400191021967","the hi hat sound seemed a bit more defined here, however the difference is still minimal from the other sounds. "
"save-wp46y61nlun8a0erx2k5rbz8ziavodne","0.7029608404966571",""
"save-yr9w85abgz1nug4ub86uar9k3qhcddbz","0.6609360076408787",""
